,word,POS,EN_translation
22357,overhoren,WW,quiz
22358,vooruitgaan,WW,moving forward
22359,halfbakken,WW,half-baked
22360,vakantietijd,N,vacation time
22361,eiersalade,N,egg salad
22362,mokerslag,N,sledgehammer blow
22363,hartmassage,N,heart massage
22364,winkelruimte,N,retail space
22365,feeststemming,N,festive mood
22366,hersenhelft,N,hemisphere
22367,gescheld,N,scolded
22368,dwarsligger,N,sleeper
22369,nietje,N,staple
22370,verfraaien,WW,embellish
22371,ontoerekeningsvatbaarheid,N,insanity defense
22372,handschoenenkastje,N,glove compartment
22373,bezie,N,see
22374,triatlon,N,triathlon
22375,galactische,ADJ,galactic
22376,tippelen,WW,soliciting
22377,zoomen,WW,zoom
22378,rangschikken,WW,arrange
22379,transit,N,transit
22380,kobalt,N,cobalt
22381,opsmuk,N,finery
22382,kraambed,N,childbirth
22383,verstekeling,N,stowaway
22384,vermannen,WW,admonish
22385,pianospelen,WW,to play the piano
22386,uithongeren,WW,to starve
22387,huichelaar,ADJ,hypocrite
22388,overtreed,WW,violate
22389,vraagbaak,N,source of information
22390,brandstofverbruik,N,Fuel consumption
22391,meier,N,meier
22392,boerenpummel,N,bumblebee
22393,scalp,N,scalp
22394,hooghartig,ADJ,haughty
22395,deejay,N,deejay
22396,contracteren,WW,to contract
22397,autosleutel,N,car key
22398,meniscus,N,meniscus
22399,stroomlijnen,WW,streamline
22400,bouquet,WW,bouquet
22401,afvalverwerking,N,waste disposal
22402,slotsom,N,conclusion
22403,rentenieren,WW,retire
22404,analytisch,ADJ,analytical
22405,stoffer,N,dustpan
22406,troela,N,troublesome
22407,ontvangstbewijs,N,receipt
22408,panisch,ADJ,panic
22409,borderline,N,borderline
22410,zwaktebod,N,weakness
22411,stads,N,city
22412,behaard,N,hairy
22413,rotgevoel,N,bad feeling
22414,geneesheer,N,physician
22415,rechtenstudie,N,law school
22416,minderwaardigheidscomplex,N,inferiority complex
22417,chutney,N,chutney
22418,volgenden,ADJ,to follow
22419,ontladen,WW,discharged
22420,strijdmacht,N,armed forces
22421,verouderen,WW,aging
22422,vijftiger,N,fifties
22423,rijmpje,N,rhyme
22424,amfetamine,N,amphetamine
22425,moezel,ADJ,Moselle
22426,benauwdheid,N,stuffiness
22427,vijfenzeventig,TW,seventy five
22428,sportkleding,N,sportswear
22429,platenlabel,N,record label
22430,stortbui,N,downpour
22431,vaderfiguur,N,father figure
22432,studiekosten,N,study costs
22433,spoorbrug,N,railway bridge
22434,dralen,WW,linger
22435,onbevreesd,ADJ,fearless
22436,graafmachine,N,excavator
22437,kansel,N,pulpit
22438,beeldkwaliteit,N,image quality
22439,waterproof,ADJ,waterproof
22440,fitnessruimte,N,fitness room
22441,houwen,WW,hack
22442,spinnenweb,N,cobweb
22443,maffiosi,N,mafiosi
22444,rechterlijk,ADJ,judicial
22445,prutswerk,N,tinkering
22446,entrepreneur,N,entrepreneur
22447,maandagnacht,N,Monday night
22448,obstructie,N,obstruction
22449,zeepje,N,soap
22450,blanket,N,blanket
22451,accounting,N,accounting
22452,denderen,WW,thunder
22453,bangerik,N,scared
22454,mandala,N,mandala
22455,zieltje,N,soul
22456,scheerapparaat,N,shaver
22457,ex-minister,N,ex-minister
22458,zaniken,WW,whining
22459,eucharistie,N,Eucharist
22460,beweeglijk,ADJ,mobile
22461,menswaardig,ADJ,decent
22462,musk,N,musk
22463,riffen,N,reefs
22464,hoofdaanklager,N,chief prosecutor
22465,bosbrand,N,forest fire
22466,filmer,N,filmmaker
22467,gemeentesecretaris,N,town clerk
22468,droef,ADJ,sad
22469,quad,N,Quad
22470,flipperkast,N,pinball machine
22471,controleerbaar,ADJ,verifiable
22472,onpasselijk,ADJ,sick
22473,ambassadrice,N,ambassador
22474,ontwenningskliniek,N,drug addiction clinic
22475,collectebus,N,collection box
22476,slachtofferrol,N,victimization
22477,politiegeweld,N,police brutality
22478,missiepost,N,mission post
22479,schurft,N,scabies
22480,penetreren,WW,penetrate
22481,ageren,WW,agitate
22482,politieacademie,N,police academy
22483,lauweren,WW,laurels
22484,woekeren,WW,proliferate
22485,abrikoos,N,apricot
22486,onversneden,ADJ,unadulterated
22487,uitweiden,WW,elaborate
22488,splijten,WW,split
22489,cassetterecorder,N,cassette recorder
22490,toneelschrijver,N,playwright
22491,kolven,WW,flasks
22492,nuanceren,WW,nuance
22493,parkeerbon,N,parking ticket
22494,hinde,N,doe
22495,overschrijving,N,transfer
22496,deugdzaamheid,N,virtue
22497,celgenoot,N,cellmate
22498,hoerenkast,N,whorehouse
22499,touringcar,N,coach
22500,welt,WW,well
22501,beboeten,WW,fine
22502,verpleegkunde,N,nurse
22503,uitglijden,WW,slip
22504,barkruk,N,barstool
22505,gestoomd,ADJ,steamed
22506,keukenmes,N,kitchen knife
22507,tijdspanne,N,time span
22508,stralingsziekte,N,radiation sickness
22509,vrijhouden,WW,keep free
22510,pakkans,N,chance of being caught
22511,afgestompt,ADJ,dulled
22512,wijnstok,N,vine
22513,rouwproces,N,grieving process
22514,doofstom,ADJ,deaf and dumb
22515,maandsalaris,N,monthly salary
22516,ruitenwisser,N,wiper
22517,waterpas,ADJ,level
22518,bureel,N,office
22519,arbeidsbureau,N,employment office
22520,toelatingsexamen,N,entrance examination
22521,verwerp,N,reject
22522,nationalistisch,ADJ,nationalistic
22523,zielenpoot,N,soul paw
22524,moederliefde,N,maternal love
22525,zeiler,N,sailor
22526,spoedgevallen,N,Emergencies
22527,korf,N,basket
22528,strottenhoofd,N,larynx
22529,fileren,WW,filleting
22530,parachutespringen,WW,parachuting
22531,wasverzachter,N,fabric softener
22532,jasses,N,jacks
22533,pensioenpremie,N,pension premium
22534,idealiter,N,ideally
22535,timen,WW,timing
22536,schavuit,N,scoundrel
22537,kliederen,WW,mess around
22538,golvend,ADJ,wavy
22539,elastiekje,N,rubber band
22540,bolero,N,bolero
22541,duikbril,N,diving goggles
22542,beambte,N,official
22543,zedenzaken,N,sex offenses
22544,klerenkast,N,closet
22545,pastoraal,ADJ,pastoral
22546,kindermoordenaar,N,child murderer
22547,opportunistisch,ADJ,opportunistic
22548,gibbons,N,gibbons
22549,weeskind,N,orphan
22550,gerst,N,barley
22551,savanne,N,savanna
22552,naadje,N,seam
22553,gehemelte,N,palate
22554,inenting,N,vaccination
22555,bootsen,WW,mimic
22556,claustrofobisch,ADJ,claustrophobic
22557,wortelkanaalbehandeling,N,root canal treatment
22558,orgaandonor,ADJ,organ donor
22559,hyperactief,ADJ,hyperactive
22560,prikker,N,spike
22561,rookpluim,N,plume of smoke
22562,kannibalisme,N,cannibalism
22563,onderschatting,N,underestimation
22564,auto-ongeval,N,car accident
22565,kragen,N,collars
22566,uithoren,WW,hear out
22567,levenslijn,N,lifeline
22568,broodjeszaak,N,deli
22569,titelgevecht,N,title fight
22570,bloedstollend,ADJ,blood-curdling
22571,onweren,WW,thunderstorms
22572,veestapel,N,livestock
22573,spastisch,ADJ,spastic
22574,forte,N,forte
22575,oorkonde,N,charter
22576,automonteur,N,mechanic
22577,versmelten,WW,merge
22578,neurochirurg,N,neurosurgeon
22579,aanstellerij,N,affectation
22580,veganist,N,vegan
22581,gangmaker,N,pacemaker
22582,uitkopen,WW,buy out
22583,hypnotiseren,WW,hypnotize
22584,leuter,N,prick
22585,diagram,N,diagram
22586,mensenwerk,N,human work
22587,schuldeiser,N,creditor
22588,verroeren,WW,to move
22589,pixel,N,pixel
22590,converteren,WW,to convert
22591,opwaarderen,WW,upgrade
22592,herinrichten,WW,redesign
22593,feestvarken,WW,birthday boy
22594,bijlange,N,by long
22595,kanonskogel,N,cannonball
22596,narcist,N,narcissist
22597,wapenfeit,N,feat
22598,terugleggen,WW,put back
22599,toptalent,N,top talent
22600,milieuramp,N,environmental disaster
22601,gesjoemel,N,cheating
22602,afbakenen,WW,demarcate
22603,koopsom,N,purchase price
22604,contactverbod,N,contact ban
22605,beslotenheid,N,privacy
22606,losgaan,WW,go nuts
22607,gelegitimeerd,WW,legitimated
22608,latent,ADJ,latent
22609,passioneel,ADJ,passionate
22610,modeontwerper,N,fashion designer
22611,staatsburgerschap,N,citizenship
22612,optutten,WW,dress up
22613,levenspad,N,life path
22614,verkooppraatje,N,sales pitch
22615,afgieten,WW,drain
22616,zuurstofgebrek,N,lack of oxygen
22617,voetbalfan,N,Soccer fan
22618,prehistorie,N,prehistory
22619,ooghoogte,N,eye level
22620,telefoonbedrijf,N,telephone company
22621,handelswijze,N,course of action
22622,prematuur,ADJ,premature
22623,doorwerkt,N,continues to work
22624,toekomstgericht,ADJ,forward-looking
22625,kickboksen,WW,kickboxing
22626,hoentje,N,fiddle
22627,huisadres,N,home address
22628,gravel,N,gravel
22629,contractbreuk,N,breach of contract
22630,hindoe,N,Hindu
22631,applaudisseren,WW,applaud
22632,zelfdiscipline,N,self-discipline
22633,lifter,N,hitchhiker
22634,nachtjapon,N,nightgown
22635,plichtsbesef,N,sense of duty
22636,hachee,N,hash
22637,spaan,N,chip
22638,kasboek,N,Ledger
22639,treinramp,N,train disaster
22640,zilverkleurig,ADJ,silver colored
22641,boxershorts,N,boxer shorts
22642,pijpje,N,pipe
22643,genoeglijk,ADJ,pleasant
22644,sjoemelen,WW,cheating
22645,kegel,N,cone
22646,overrijden,WW,drive over
22647,baht,N,baht
22648,faken,WW,fake
22649,winkelwagen,N,shopping cart
22650,goudkleurig,ADJ,gold colored
22651,poeha,N,pooha
22652,reservebank,N,reserve bench
22653,subsidiëren,WW,subsidize
22654,varkensstal,N,pigsty
22655,afgericht,ADJ,trained
22656,oostfront,N,eastern front
22657,begluren,WW,peeping
22658,klokkentoren,N,Bell tower
22659,spartaan,N,Spartan
22660,nieuwsprogramma,N,news program
22661,bouwkundig,ADJ,architectural
22662,corsage,N,corsage
22663,lerarenopleiding,N,teacher training
22664,bolleboos,N,bolder
22665,sodomie,N,sodomy
22666,beteuterd,ADJ,dismayed
22667,kurken,WW,corks
22668,eerwraak,N,honor killings
22669,verrekenen,WW,settle
22670,coverband,N,cover band
22671,inwilligen,WW,grant
22672,getuigschrift,N,certificate
22673,geruit,ADJ,checkered
22674,organist,N,organist
22675,anesthesie,N,anesthesia
22676,kappertje,N,caper
22677,volley,N,volley
22678,trias,N,Trias
22679,zwaardvis,N,swordfish
22680,oneerlijkheid,N,dishonesty
22681,modernisme,N,modernism
22682,kostbaarheden,N,valuables
22683,torso,N,torso
22684,drugshandelaar,N,drug dealer
22685,inpakpapier,N,wrapping paper
22686,prooien,N,prey
22687,liefdesverklaring,N,declaration of love
22688,dienstbode,N,maid
22689,fascineren,WW,fascinate
22690,cremeren,WW,cremate
22691,softwarebedrijf,N,software company
22692,vitten,WW,nagging
22693,medicus,N,physician
22694,maximumstraf,N,maximum penalty
22695,stopwatch,N,stopwatch
22696,berooid,ADJ,penniless
22697,visrestaurant,N,seafood restaurant
22698,tweespalt,N,discord
22699,dansavond,N,dance evening
22700,voorzagen,WW,foresaw
22701,rondstruinen,WW,roam around
22702,verbrijzelde,ADJ,shattered
22703,volksheld,N,folk hero
22704,tonijnsalade,N,tuna salad
22705,onbekwaamheid,N,incompetence
22706,aggregaat,N,aggregate
22707,geniep,N,sneaky
22708,onderlaag,N,bottom layer
22709,achterklep,N,tailgate
22710,pokerface,N,poker face
22711,dekbedovertrek,N,duvet cover
22712,narcoticabrigade,N,narcotics squad
22713,bekogelen,WW,pelting
22714,ordeverstoring,N,disturbance
22715,biceps,N,biceps
22716,verminder,N,reduce
22717,brandbaar,ADJ,flammable
22718,subtiliteit,N,subtlety
22719,spoeling,N,rinse
22720,montuur,N,frame
22721,naaktheid,N,nudity
22722,hunkeren,WW,crave
22723,jerrycan,N,jerry can
22724,wervelkolom,N,vertebral column
22725,wegvluchten,WW,flee
22726,transponder,ADJ,transponder
22727,stereotypen,WW,stereotypes
22728,levensmoe,ADJ,tired of life
22729,variabel,ADJ,variable
22730,klysma,N,enema
22731,eerbaarheid,N,chastity
22732,teringzooi,N,shit
22733,afzegging,N,cancellation
22734,sleetje,N,sled
22735,acclimatiseren,WW,acclimate
22736,berekenend,ADJ,calculating
22737,warmlopen,WW,warm up
22738,onbestemd,ADJ,indeterminate
22739,trapeze,N,trapeze
22740,aanhef,N,salutation
22741,loef,N,windward
22742,tafellaken,N,tablecloth
22743,kalium,N,potassium
22744,snooker,N,snooker
22745,warboel,N,mess
22746,kroegbaas,N,bar owner
22747,wegkwijnen,WW,languish
22748,parelmoer,N,Pearl
22749,herdruk,N,reprint
22750,spreekverbod,N,speaking prohibition
22751,studentenstad,N,student city
22752,nieuwbouwproject,N,new construction project
22753,gemeubileerd,ADJ,furnished
22754,vervaarlijk,ADJ,dangerous
22755,gris,N,gris
22756,vakbondsleider,N,union leader
22757,onnozelheid,N,silliness
22758,eenzamer,ADJ,lonelier
22759,maatschap,N,partnership
22760,grootzeil,ADJ,mainsail
22761,zeilschip,N,sailing ship
22762,halfzus,N,half-sister
22763,microscopisch,ADJ,microscopic
22764,bikkelhard,ADJ,rock hard
22765,geagiteerd,N,agitated
22766,middenrif,N,diaphragm
22767,souterrain,N,basement
22768,conceptie,N,conception
22769,onderga,N,undergo
22770,bijhalen,WW,catch up
22771,natellen,WW,counting
22772,stompen,WW,stumps
22773,observatorium,N,observatory
22774,derdejaars,N,third-year students
22775,broodwinning,N,livelihood
22776,studiegroep,N,study group
22777,ontwrichten,WW,disrupt
22778,terugdeinzen,WW,recoil
22779,herstelling,N,repair
22780,vooruitkijken,WW,looking forward
22781,losbandigheid,N,debauchery
22782,volumeknop,N,volume knob
22783,koorden,N,cords
22784,neerwaarts,ADJ,downwards
22785,hersengolven,WW,brainwaves
22786,bevinding,N,finding
22787,intypen,WW,key in
22788,influenza,N,influenza
22789,bloedsuikerspiegel,N,blood sugar
22790,stapelbed,N,bunk bed
22791,tackelen,WW,tackle
22792,rentmeester,N,steward
22793,ontginnen,WW,mining
22794,garnering,N,garnish
22795,stoepen,WW,sidewalks
22796,trekkracht,N,traction
22797,onverdiend,ADJ,undeserved
22798,bedrijfsauto,N,company car
22799,zoeven,WW,whiz
22800,basketbalwedstrijd,N,Basketball match
22801,klepel,N,clapper
22802,studiegenoot,N,fellow student
22803,bajesklant,N,jail client
22804,tofste,N,coolest
22805,speurhond,N,tracking dog
22806,fatwa,N,fatwa
22807,noodstop,N,emergency stop
22808,concilie,N,council
22809,dienster,N,waitress
22810,jeugdherberg,N,youth hostel
22811,uitgedund,ADJ,thinned out
22812,zelfvoorzienend,ADJ,self-sufficient
22813,welp,N,cub
22814,vaagheid,N,vagueness
22815,teil,N,tub
22816,mahjong,N,mahjong
22817,humanist,N,humanist
22818,voorstelbaar,ADJ,imaginable
22819,hasjiesj,N,hashish
22820,wachtpost,N,sentry post
22821,vuurgevechten,N,gunfights
22822,politiezaken,N,police matters
22823,onderkruiper,N,undercreeper
22824,schijnheiligheid,N,hypocrisy
22825,bodylotion,N,body lotion
22826,destructie,N,destruction
22827,venten,WW,peddle
22828,verachting,N,contempt
22829,productiekosten,N,production costs
22830,wegstrepen,WW,cross out
22831,juwelierszaak,N,jewelry store
22832,linoleum,N,linoleum
22833,notitieboek,N,notebook
22834,nachtpon,N,nightgown
22835,pantheon,N,Pantheon
22836,kinkhoest,N,whooping cough
22837,lichtvoetig,ADJ,light-footed
22838,extravagant,ADJ,extravagant
22839,kosmisch,ADJ,cosmic
22840,subiet,ADJ,immediately
22841,ouzo,N,ouzo
22842,kettingbotsing,N,chain collision
22843,prospectus,N,prospectus
22844,bijtend,ADJ,corrosive
22845,utopisch,ADJ,Utopian
22846,pendel,N,shuttle
22847,deporteren,WW,deport
22848,tuigje,N,harness
22849,reproductie,N,reproduction
22850,rapunzel,N,rapunzel
22851,overhevelen,WW,transfer
22852,inschrijfformulier,N,registration form
22853,opleidingscentrum,N,training center
22854,wiedeweerga,N,we again go
22855,toonhoogte,N,pitch
22856,brandoefening,N,fire drill
22857,vuilcontainer,N,garbage container
22858,blos,N,blush
22859,uitstrekken,WW,to stretch
22860,booreiland,N,oilrig
22861,derderangs,ADJ,third rate
22862,pareren,WW,parry
22863,zondagsschool,N,Sunday school
22864,geadresseerde,N,addressee
22865,visagiste,N,make-up artist
22866,vijfjarig,ADJ,five-year
22867,landbouwer,N,farmer
22868,klont,N,lump
22869,taupe,N,taupe
22870,composthoop,N,compost heap
22871,dagdienst,N,day shift
22872,tongzoen,N,French kiss
22873,verkneukelen,WW,gloat
22874,autoverkoper,N,car salesman
22875,huiseigenaar,N,home owner
22876,sluwheid,N,cunning
22877,planetarium,N,planetarium
22878,haardhout,N,firewood
22879,gezalfde,N,anointed one
22880,formaldehyde,N,formaldehyde
22881,aandienen,WW,submit
22882,placenta,N,placenta
22883,bedding,N,bedding
22884,ochtendshow,N,morning show
22885,spreeuw,N,starling
22886,onverkort,ADJ,unabridged
22887,recenseren,WW,review
22888,hartzeer,N,heartache
22889,oostenwind,N,east wind
22890,leeswerk,N,reading
22891,puilen,WW,bulging
22892,dubbelzinnigheid,N,ambiguity
22893,boorplatform,N,drilling platform
22894,luchtfoto,N,aerial photo
22895,besluip,N,stalk
22896,pianiste,N,pianist
22897,seculier,ADJ,secular
22898,grootheidswaanzin,N,megalomania
22899,onverdraagzaamheid,N,intolerance
22900,schavot,N,scaffold
22901,middelmaat,N,mediocre
22902,betonen,WW,demonstrate
22903,desertie,N,desertion
22904,voetmassage,N,foot massage
22905,schoonhouden,WW,keep clean
22906,perfectionistisch,ADJ,perfectionist
22907,onomstreden,ADJ,undisputed
22908,harpoen,N,harpoon
22909,verdikkie,N,thicken
22910,inhuldiging,N,inauguration
22911,slappelingen,N,quitters
22912,uitmoorden,WW,murder
22913,modo,WW,modo
22914,oncologie,N,oncology
22915,blasfemie,N,blasphemy
22916,ongeïnteresseerd,ADJ,uninterested
22917,pastasaus,N,Pastasauce
22918,afstotelijk,ADJ,repulsive
22919,kiesdistrict,N,constituency
22920,pluimage,N,plumage
22921,hoogspanning,N,high voltage
22922,modelleren,WW,to model
22923,spookachtig,ADJ,spooky
22924,keepen,WW,goalkeeping
22925,kleinood,N,gem
22926,sproeier,N,sprinkler
22927,wildebras,N,tomboy
22928,gezwind,N,quick
22929,getelefoneerd,WW,on the phone
22930,tabaksindustrie,N,tobacco industry
22931,romanschrijver,N,novelist
22932,theezakje,N,tea bag
22933,openslaan,WW,open
22934,grover,ADJ,coarser
22935,tv-uitzending,N,TV broadcast
22936,prepareren,WW,preparing
22937,schaapachtig,ADJ,sheepish
22938,gejoel,N,cheers
22939,zwelgen,WW,wallow
22940,automatisme,N,automatism
22941,breedtegraad,N,latitude
22942,vlammend,ADJ,flaming
22943,aftikken,WW,tapping
22944,nulpunt,N,zero point
22945,zelfstudie,N,self study
22946,kantlijn,N,margin
22947,tenger,ADJ,slender
22948,kerngroep,N,core group
22949,pleeggezinnen,N,foster families
22950,besnijden,WW,circumcise
22951,uittreksel,N,extract
22952,voortbewegen,WW,to move
22953,juten,N,jute
22954,veiligheidsadviseur,N,security advisor
22955,toverkunst,N,magic
22956,overpeinzing,N,contemplation
22957,smachtend,N,yearning
22958,fabelachtig,ADJ,fabulous
22959,promille,N,per mille
22960,wereldmacht,N,world power
22961,aardschok,N,earthquake
22962,liefhebbend,N,loving
22963,node,ADJ,node
22964,einder,N,end
22965,zwaailicht,N,flashing light
22966,meubelmaker,N,cabinet maker
22967,leenauto,N,loan car
22968,gruis,N,grit
22969,goedmakertje,N,pardon
22970,luchtbed,N,air mattress
22971,ondertiteld,WW,subtitled
22972,songtekst,N,lyrics
22973,schijnbeweging,N,feint
22974,kaarsvet,N,candle wax
22975,inrukken,WW,push in
22976,verpulveren,WW,pulverize
22977,hartoperatie,N,heart surgery
22978,nuancering,N,nuance
22979,ontheemd,ADJ,displaced
22980,gedenkteken,N,memorial
22981,kookpot,N,cooking pot
22982,elleboogstoot,N,elbow strike
22983,dente,ADJ,dente
22984,alcoholmisbruik,N,alcohol abuse
22985,vermageren,WW,lose weight
22986,onderzoeksjournalistiek,N,investigative journalism
22987,detachement,N,detachment
22988,drugsverslaafden,ADJ,drug addicts
22989,vunzig,ADJ,filthy
22990,registeren,WW,register
22991,geschiedenisboek,N,history book
22992,weerom,BW,again
22993,multimiljonair,N,multimillionaire
22994,kutten,WW,cunts
22995,vliegwerk,N,flying work
22996,traumaheli,N,trauma helicopter
22997,volkstelling,N,census
22998,transporteur,N,transporter
22999,huismoeder,N,house mother
23000,hoefijzer,N,horseshoe
23001,herkiesbaar,ADJ,eligible for re-election
23002,gisterenochtend,N,yesterday morning
23003,toevalligheid,N,coincidence
