,word,POS,EN_translation,lidwoord
23675,voltallig,ADJ,complete,
23676,prijswinnaar,N,prize winner,bijvoeglijk
23677,koffieapparaat,N,coffee machine,
23678,toelaatbaar,ADJ,permissible,
23679,elektriciteitscentrale,N,power station,de
23680,overeenstemmen,WW,correspond,
23681,reisgezelschap,N,tour group,het
23682,picknickmand,N,picnic basket,de
23683,macabere,ADJ,macabre,
23684,verharden,WW,harden,
23685,teak,N,teak,het
23686,ambtswoning,N,official residence,
23687,geestelijkheid,N,clergy,
23688,bedriegster,N,cheater,
23689,zwaarmoedig,ADJ,melancholy,
23690,postzak,N,postbag,de
23691,lords,N,lords,de
23692,dribbel,N,dribble,werkwoord
23693,doorslaat,WW,breaks,
23694,poetsbeurt,N,cleaning,
23695,gegadigde,N,candidate,de
23696,verhuurbedrijf,N,rental company,het
23697,sikkel,N,sickle,de
23698,complimenteus,ADJ,complimentary,
23699,oudgediende,N,veteran,de
23700,rolluik,N,roller shutter,de
23701,kervel,N,chervil,de
23702,revers,N,lapel,de
23703,sponzen,WW,sponges,
23704,onbetwistbaar,ADJ,indisputable,
23705,machtsbasis,N,power base,
23706,agressor,N,aggressor,de
23707,zondeval,N,fall,de
23708,hoogtemeter,N,altimeter,de
23709,warden,N,warden,werkwoord
23710,liane,N,liane,de
23711,mosterdsaus,N,Mustard Sauce,de
23712,libellen,N,dragonflies,bijvoeglijk
23713,erfrecht,N,law of inheritance,
23714,mythisch,ADJ,mythical,
23715,onevenwichtig,ADJ,unbalanced,
23716,verkoold,ADJ,charred,
23717,resonantie,N,resonance,de
23718,studiebol,N,study sphere,de
23719,geheugensteuntje,N,mnemonic,
23720,motoragent,N,motor cop,
23721,roddelblad,N,gossip magazine,het
23722,rui,N,moulting,de
23723,maximaliseren,WW,to maximize,
23724,terugschroeven,WW,screw back,
23725,inwonen,WW,live in,
23726,anticlimax,N,anticlimactic,de
23727,drenkeling,N,drowning person,
23728,bidon,N,bottle,de
23729,handstand,N,handstand,het
23730,pukkels,N,pimples,de
23731,rul,N,loose,het
23732,dorpsgek,N,village idiot,de
23733,pergola,N,pergola,de
23734,speelterrein,N,playground,
23735,tijdreiziger,N,time traveler,
23736,woekeraar,N,usurer,het
23737,inventiviteit,N,inventiveness,de
23738,stijfheid,N,stiffness,bijvoeglijk
23739,regulator,N,regulator,bijvoeglijk
23740,iel,ADJ,thin,
23741,zaterdagnamiddag,N,Saturday afternoon,
23742,smoeltje,N,smoelje,de
23743,gruweldaad,N,atrocity,de
23744,beredeneren,WW,to reason,
23745,vervuilend,ADJ,polluting,
23746,familiedrama,N,family drama,
23747,krijtje,N,chalk,het
23748,dorps,ADJ,village,
23749,homogeen,ADJ,homogeneous,
23750,schaterlach,N,laughter,de
23751,onstuitbaar,ADJ,unstoppable,
23752,tachtiger,ADJ,eighties,
23753,voorgeleiding,N,arraignment,
23754,benodigd,WW,required,
23755,hulpvaardig,ADJ,helpful,
23756,citroentaart,N,lemon pie,de
23757,ronding,N,roundness,de
23758,opboksen,WW,boxing up,
23759,kirsch,ADJ,Kirsch,
23760,verover,N,conquer,werkwoord
23761,onbeheersbaar,ADJ,uncontrollable,
23762,bik,N,eat,werkwoord
23763,onderlip,N,lower lip,
23764,halter,N,dumbbell,de
23765,pianospel,N,piano playing,het
23766,mime,N,mime,de
23767,recuperatie,N,recovery,de
23768,verbindingsweg,N,connecting road,de
23769,duimafdruk,N,thumbprint,
23770,pandjeshuis,N,pawnshop,de
23771,hullen,WW,envelop,
23772,krokodillentranen,N,crocodile tears,mv.
23773,nijd,N,envy,de
23774,verzorgster,N,caretaker,werkwoord
23775,versneller,N,accelerator,werkwoord
23776,bergbeklimmer,N,mountaineer,
23777,fortuinlijk,ADJ,fortunate,
23778,afkick,N,drug addiction,de
23779,tegenwoordigheid,N,presence,
23780,schoonheidsprijs,N,beauty prize,
23781,eindoordeel,N,final verdict,
23782,tobbe,N,tub,de
23783,dientengevolge,BW,as a result,
23784,wagenziek,N,car sick,de
23785,hersenspinsel,N,figment of the imagination,
23786,lefgozer,N,guts,de
23787,privéjet,N,private jet,de
23788,abseilen,WW,rappelling,
23789,pokerspel,N,poker game,werkwoord
23790,tapioca,N,tapioca,de
23791,ganzenlever,N,goose liver,
23792,waardeoordeel,N,value judgement,het
23793,ootje,N,ootje,
23794,hoofdfiguur,N,main figure,de
23795,dictatoriaal,ADJ,dictatorial,
23796,koopcontract,N,purchase contract,
23797,eindconclusie,N,final conclusion,
23798,nachtbus,N,night bus,werkwoord
23799,mondkapje,N,mouth mask,het
23800,autopsierapport,N,autopsy report,
23801,allegaartje,N,mishmash,
23802,opluchten,WW,relieve,
23803,mistbank,N,fog bank,de
23804,tijdnood,N,time scrambles,de
23805,elektriciteitsnet,N,power grid,het
23806,opblaaspop,BW,inflatable doll,
23807,koddig,ADJ,droll,
23808,sjouw,N,lug around,de
23809,gevangeniswezen,N,prison system,
23810,dennen,ADJ,Pine,
23811,geilheid,N,horniness,het
23812,meerman,N,merman,
23813,lichtstraal,N,light beam,de
23814,kinderfeest,N,children's party,het
23815,praalwagen,N,float,
23816,overdraagbaar,ADJ,transferable,
23817,versteviging,N,reinforcement,
23818,sjoelen,WW,shuffleboard,
23819,sliert,N,string,de
23820,annalen,N,annals,mv.
23821,ordehandhaving,N,law enforcement,
23822,opbeurend,ADJ,uplifting,
23823,muzikaliteit,N,musicality,de
23824,kruidenierswinkel,N,grocery,
23825,zelfopoffering,N,self-sacrifice,de
23826,dagverblijf,N,daycare,het
23827,floss,N,floss,de
23828,opwegen,WW,outweigh,
23829,besmeuren,WW,smear,
23830,schatkaart,N,treasure map,de
23831,hes,N,hes,de
23832,goudhaantje,N,goldcrest,het
23833,gezaag,N,saw,het
23834,pukkel,N,pimple,de
23835,oppeppen,WW,pep up,
23836,zwang,N,vogue,de
23837,rustiek,ADJ,rustic,
23838,happig,ADJ,eager,
23839,rattenvanger,N,Pied Piper,de
23840,takelwagen,N,tow truck,
23841,hofmeester,N,steward,
23842,bleekmiddel,N,bleach,
23843,afvinken,WW,check off,
23844,halsslagader,N,carotid artery,
23845,kijkoperatie,N,keyhole surgery,de
23846,onpartijdigheid,N,impartiality,
23847,heftruck,N,forklift truck,de
23848,startpositie,N,starting position,
23849,mani,N,mani,de
23850,debutante,N,debutante,de
23851,zigzaggen,WW,zigzag,
23852,verwilderd,ADJ,haggard,
23853,ijl,ADJ,rarefied,
23854,opspringen,WW,bounce,
23855,counteren,WW,counter,
23856,beglazing,N,glazing,werkwoord
23857,herbouw,N,rebuild,werkwoord
23858,honkman,N,baseman,werkwoord
23859,dwarsliggen,WW,cross,
23860,goedschiks,N,willingly,
23861,werkpaard,N,workhorse,
23862,ontluiken,WW,budding,
23863,brugman,N,Brugman,
23864,hbs,TW,hbs,
23865,geestesziek,N,mentally ill,bijvoeglijk
23866,misbaar,ADJ,available,
23867,jubileumfeest,N,anniversary celebration,
23868,vacant,ADJ,vacant,
23869,quizzen,WW,quizzes,
23870,onverenigbaar,ADJ,incompatible,
23871,vervolgopleiding,N,further education,
23872,vergrendelen,WW,lock,
23873,wreder,ADJ,more cruel,
23874,dienares,N,servant,de
23875,nerts,N,mink,de
23876,bewegingssensoren,N,motion sensors,
23877,gerede,ADJ,ready,
23878,fez,N,fez,de
23879,mallemolen,N,whirlwind,de
23880,koffiezetten,WW,to make coffee,
23881,henna,N,henna,de
23882,rijkswacht,N,gendarmerie,de
23883,promovendus,N,doctoral candidate,de
23884,representeren,WW,represent,
23885,wijnhandel,N,wine trade,de
23886,genoom,N,genome,het
23887,instapkaart,N,boarding pass,de
23888,schoonheidswedstrijd,N,beauty pageant,
23889,pastrami,ADJ,pastrami,
23890,ceintuur,N,belt,de
23891,aussie,N,aussie,de
23892,juriste,N,lawyer,de
23893,ingeval,N,in case,
23894,strandbal,N,beach ball,werkwoord
23895,hofhouding,N,court,
23896,desinformatie,N,disinformation,
23897,flut,N,shitty,het
23898,spoetnik,N,sputnik,de
23899,gelaatstrekken,N,facial features,mv
23900,hersenstam,N,brainstem,mv.
23901,kaartenhuis,N,House of cards,het
23902,volautomatisch,ADJ,fully automatic,
23903,voordeeltje,N,advantage,
23904,kwaliteitscontrole,N,quality control,de
23905,ijsbreker,N,icebreaker,de
23906,keppeltje,N,yarmulke,het
23907,ijskoffie,N,Ice Coffee,het
23908,vijfenzestig,TW,sixty five,
23909,pistache,N,pistachio,de
23910,eldorado,N,eldorado,het
23911,papaver,N,poppy,de
23912,keigoed,ADJ,very good,
23913,vreemdelingenlegioen,N,foreign legion,
23914,koraalrif,N,Coral reef,de/het
23915,keizersnee,N,cesarean section,de
23916,intrinsiek,ADJ,intrinsically,
23917,jaartelling,N,era,
23918,glashard,ADJ,crystal clear,
23919,ledigen,WW,emptying,
23920,verslechterende,ADJ,deteriorating,
23921,piranha,N,piranha,de
23922,matigen,WW,moderate,
23923,kamper,N,contestant,de
23924,zachtzinnig,ADJ,gentle,
23925,onbeheerd,ADJ,unattended,
23926,volbloeden,N,thoroughbreds,
23927,huisbewaarder,N,caretaker,
23928,basketbalteam,N,basketball team,het
23929,triades,N,triads,de
23930,spierbundel,N,muscle bundle,
23931,veganistisch,ADJ,vegan,
23932,bezettingsmacht,N,occupation power,
23933,bijzitten,WW,attend,
23934,ligstoel,N,lounger,
23935,cynicus,N,cynic,de
23936,werktafel,N,crafting table,het
23937,kopieerapparaat,N,copier,het
23938,reclamewereld,N,advertising world,
23939,driftbuien,N,temper tantrums,
23940,terriër,N,terrier,de
23941,schadeloos,ADJ,harmless,
23942,velg,N,rim,het
23943,hoofdagent,N,chief agent,de
23944,lullo,N,lullo,de
23945,zelfonderzoek,N,self-examination,het
23946,teflon,N,teflon,het
23947,zangtalent,N,singing talent,
23948,hongerdood,N,starvation,de
23949,feministisch,ADJ,feminist,
23950,zielsgelukkig,ADJ,blissfully happy,
23951,mahonie,ADJ,mahogany,
23952,spookverhalen,N,ghost stories,
23953,kankerverwekkend,ADJ,carcinogenic,
23954,slaken,WW,slack,
23955,onderontwikkeld,ADJ,underdeveloped,
23956,zendmast,N,transmission tower,de
23957,plaquette,N,plaque,de
23958,documentairemaker,N,documentary producer,de
23959,inheems,ADJ,indigenous,
23960,roadie,N,roadie,de
23961,aandelenbeurs,N,stock exchange,
23962,domino-effect,N,domino effect,het
23963,bonenstaak,N,beanstalk,de
23964,vijftienjarige,ADJ,fifteen year old,
23965,grijsaard,N,old man,de
23966,zoekgeraakt,ADJ,lost,
23967,frisco,N,frisco,de
23968,broed,N,brood,het
23969,inbeelding,N,imagination,
23970,garageband,N,garage band,de
23971,onbreekbaar,ADJ,unbreakable,
23972,smack,N,smack,de
23973,naamsvermelding,N,attribution,
23974,kleurrijker,ADJ,more colorful,
23975,spijkeren,WW,nailing,
23976,veert,WW,springs,
23977,dierenkliniek,N,veterinary clinic,
23978,fietsenwinkel,N,bicycle shop,
23979,kleinen,ADJ,little ones,
23980,zwijggeld,N,hush money,werkwoord
23981,zonwering,N,blinds,
23982,flanellen,ADJ,flannel,
23983,bezigheidstherapie,N,occupational therapy,
23984,diabeet,N,diabetic,de
23985,toiletpot,N,toilet bowl,het
23986,koptelefoons,N,headphones,
23987,misstand,N,abuse,werkwoord
23988,overredingskracht,N,persuasiveness,
23989,stationwagen,N,station wagon,
23990,bloedcirculatie,N,blood circulation,
23991,brandgevaar,N,fire hazard,
23992,oogdruppels,N,eye drops,mv
23993,startdatum,N,start date,
23994,weerskanten,N,both sides,
23995,blootgeven,WW,expose,
23996,hoofdtelefoon,N,headphones,
23997,brabbelen,WW,babble,
23998,trapper,N,pedal,de
23999,achillespees,N,Achilles heel,de
24000,soezen,WW,puffs,
24001,rijksdag,N,Reichstag,de
24002,nymfomane,ADJ,nymphomaniac,
24003,laatbloeier,N,late bloomer,bijvoeglijk
24004,pokertoernooi,N,poker tournament,
24005,indexeren,WW,indexing,
24006,upper,N,upper,de
24007,onrechtstreeks,ADJ,indirectly,
24008,ontpoppen,WW,emerge,
24009,halvegare,N,loonatic,de
24010,putt,N,putt,de
24011,terugvliegen,WW,fly back,
24012,stucwerk,N,stucco,het
24013,medley,N,medley,de
24014,oprisping,N,belching,de
24015,borat,N,borat,het
24016,tegenreactie,N,counter reaction,
24017,knellen,WW,pinching,
24018,vertrouwensband,N,relationship of trust,de
24019,alcoholiste,N,alcoholic,bijvoeglijk
24020,twaalfduizend,TW,twelve thousand,
24021,grollen,WW,frolics,
24022,stationair,ADJ,stationary,
24023,ontwarren,WW,untangle,
24024,benepen,ADJ,constricted,
24025,moeren,WW,nuts,
24026,datering,N,dating,werkwoord
24027,vadem,N,fathom,de
24028,ijzerwinkel,N,hardware store,de
24029,fantomen,WW,phantoms,
24030,sagen,N,sagas,de
24031,anijs,N,anise,de
24032,pleegkind,N,foster child,
24033,vlas,N,flax,
24034,verdovingsmiddel,N,anesthetic,
24035,tijdverschil,N,time difference,
24036,oorlogsveteraan,N,war veteran,
24037,perversie,N,perversion,de
24038,tuffen,WW,chug,
24039,werklust,N,work ethic,de
24040,seksclub,N,sex club,de
24041,smeerlapperij,N,bastard,
24042,wc-pot,N,toilet,de
24043,goocheltruc,N,Magic trick,de
24044,bosmarmot,N,woodchuck,
24045,voetbaltrainer,N,football coach,
24046,conceptueel,ADJ,conceptually,
24047,wasdroger,N,tumble dryer,
24048,telefoonverkeer,N,telephone traffic,
24049,varkenskop,N,pig's head,de
24050,epiloog,N,epilogue,de
24051,zomerhit,N,summer hit,de
24052,mierenhoop,N,anthill,de
24053,buikspreker,N,Ventriloquist,werkwoord
24054,programmatie,N,programming,
24055,vrijpleiten,WW,to exonerate,
24056,seponeren,WW,dismiss,
24057,renstal,N,racing stable,de
24058,onontgonnen,ADJ,unexplored,
24059,ontvangenis,N,conception,de
24060,inlijven,WW,incorporate,
24061,rotjong,N,rotten young,het
24062,eunuch,N,eunuch,de
24063,debuteren,WW,debut,
24064,autofabriek,N,car factory,
24065,ondoorzichtig,ADJ,opaque,
24066,kwartslag,N,quarter turn,het
24067,moederbord,N,motherboard,de
24068,zwijmelen,WW,swoon,
24069,no-nonsense,ADJ,no nonsense,
24070,deinen,WW,sway,
24071,balustrade,N,balustrade,de
24072,invetten,WW,grease,
24073,wielbasis,N,wheelbase,de
24074,ouwehoer,N,bullshit,de
24075,wilg,N,willow,de
24076,pijnbank,N,rack,de
24077,geigerteller,N,Geiger counter,de
24078,avondzon,N,evening sun,de
24079,koolmonoxide,N,carbon monoxide,het
24080,onbruik,N,disuse,
24081,pleegzorg,N,foster care,
24082,bloedeigen,ADJ,bloody,
24083,chocoladesaus,N,Chocolate sauce,de
24084,travers,N,travers,de
24085,impotentie,N,impotence,de
24086,netnummer,N,area code,het
24087,veelvraat,N,glutton,de
24088,patroonheilige,N,patron saint,de
24089,misdaadbestrijding,N,crime fighting,de
24090,zielloos,ADJ,soulless,
24091,berken,ADJ,birch,
24092,zelfgenoegzaamheid,N,complacency,de
24093,bietsen,WW,scramble,
24094,regisseuse,N,director,de
24095,limerick,N,limerick,de
24096,gebraad,N,roast,bijvoeglijk
24097,feuilleton,N,serial,de
24098,sociopaat,N,sociopath,de
24099,conrector,N,vice principal,de
24100,granaatappel,N,pomegranate,de
24101,vrouwenstem,N,female voice,de
24102,bolster,N,bolster,
24103,wekkerradio,N,clock radio,
24104,acrobaat,ADJ,acrobat,
24105,raketaanval,N,missile attack,
24106,kersenboom,N,cherry tree,de
24107,felheid,N,fierceness,de
24108,gluur,N,peek,
24109,nukkig,ADJ,cranky,
24110,mortel,N,mortar,de
24111,extractie,N,extraction,de
24112,zwarts,ADJ,black,
24113,zevens,N,sevens,de
24114,buurtwinkel,N,convenience store,
24115,sluipend,WW,stealthily,
24116,aflopend,ADJ,descending,
24117,partijlid,N,party member,de
24118,positiespel,N,positional play,de
24119,ramkoers,N,collision course,de
24120,broeikasgas,N,greenhouse gas,het
24121,minzaam,ADJ,affable,
24122,aanleunen,WW,lean against,
24123,horten,WW,fits,
24124,totalitair,ADJ,totalitarian,
24125,buitenmuur,N,outer wall,de
24126,voorportaal,N,front porch,
24127,stadhouder,N,stadtholder,de
24128,verslepen,WW,drag,
24129,soldij,N,pay,de
24130,onervarenheid,N,inexperience,
24131,soortement,N,sorting,bijvoeglijk
24132,provocatief,ADJ,provocative,
24133,heuvelachtig,ADJ,hilly,
24134,onverwijld,ADJ,without delay,
24135,stabilisatie,N,stabilization,de
24136,vagen,WW,fade,
24137,onvergelijkbaar,ADJ,incomparable,
24138,taps,ADJ,tapered,
24139,gewetensbezwaren,N,conscientious objection,de
24140,blaten,WW,bleat,
24141,ochtendkrant,N,morning newspaper,de
24142,callgirl,N,call girl,de
24143,killen,WW,killing,
24144,badmuts,N,bathing cap,het
24145,rasta,N,rasta,de
24146,weerkaatsen,WW,bounce off,
24147,hoestdrank,N,cough syrup,
24148,zwempak,N,swimsuit,de
24149,crisissituatie,N,crisis situation,
24150,modellenbureau,N,modeling agency,het
24151,volhouder,N,persistent,de
24152,verpersoonlijking,N,personalization,
24153,samsam,N,samsam,
24154,deerne,N,wench,de
24155,carwash,N,car wash,de
24156,representatie,N,representation,de
24157,pottenbakken,N,pottery,werkwoord
24158,playback,N,playback,de
24159,oestrogeen,N,estrogen,het
24160,kortsluiten,WW,short circuit,
24161,collegiaal,ADJ,collegial,
24162,barricaderen,WW,barricading,
24163,ziektebeeld,N,clinical picture,het
24164,taakomschrijving,N,job description,de
24165,chanson,N,chanson,de/het
24166,dualisme,N,dualism,de
24167,verkeersleiding,N,traffic control,de
24168,driedelig,ADJ,three-piece,
24169,walm,N,smoke,de
24170,ejaculatie,N,ejaculation,de
24171,advertentieruimte,N,advertising space,
24172,reclamebureaus,N,advertising agencies,het
24173,schools,ADJ,schools,
24174,huistelefoon,N,home telephone,
24175,roemloos,ADJ,inglorious,
24176,zenuwcentrum,N,nerve center,het
24177,kaskraker,N,blockbuster,
24178,dunnere,ADJ,thinner,
24179,aanhebben,WW,to wear,
24180,slapie,N,slapie,het
24181,kamerdeur,N,room door,de
24182,opaal,N,opal,de
24183,oplichtster,N,crook,de
24184,architectonisch,ADJ,architectural,
24185,intrigeren,WW,intrigue,
24186,gipsen,ADJ,plaster,
24187,gewricht,N,joint,het
24188,wereldpers,N,world press,de
24189,ineenstorten,WW,collapse,
24190,werkkracht,N,labor force,
24191,verpozen,WW,linger,
24192,boekenlijst,N,book list,de
24193,cameo,N,cameo,de
24194,gympies,N,sneakers,het
24195,rollers,N,rollers,de
24196,transcriptie,N,transcription,de
24197,arden,N,Ardennes,de
24198,zelfmoordenaar,N,suicide bomber,de
24199,themapark,N,theme park,de/het
24200,vereenzelvigen,WW,identify,
24201,paddock,N,paddock,de
24202,verleider,N,seducer,werkwoord
24203,filmproducent,N,film producer,
24204,boezemvriend,N,bosom friend,de
24205,dapperder,ADJ,braver,
24206,kardinalen,N,cardinals,de
24207,familiezaak,N,family affair,bijvoeglijk
24208,selectiecommissie,N,selection committee,
24209,pins,N,pins,de
24210,vijfmaal,ADJ,five times,
24211,douwen,WW,push,
24212,dubbeldekker,N,biplane,
24213,perenboom,N,pear tree,de
24214,koene,N,koene,de
24215,zoutzuur,N,hydrochloric acid,
24216,schuiver,N,slider,de
24217,vrouwenbeweging,N,women's movement,de
24218,eeuwigdurend,ADJ,everlasting,
24219,maalstroom,N,maelstrom,
24220,dichtslaan,WW,slam shut,
24221,biochemische,ADJ,biochemical,
24222,binnenblijven,WW,stay inside,
24223,houweel,N,pickaxe,het
24224,sportpagina,N,sports page,de
24225,achtervolger,N,pursuer,de
24226,uitspugen,WW,spit out,
24227,roepnaam,N,call sign,de
24228,verlammend,ADJ,paralyzing,
24229,hogerhuis,N,upper house,het
24230,wildplassen,WW,urinating in public,
24231,ondermijning,N,subversion,de
24232,karaktertrek,N,trait,het
24233,vrijheidsstrijder,N,freedom fighter,de
24234,reddingspoging,N,rescue attempt,
24235,tegengewicht,N,counterweight,
24236,terroristisch,ADJ,terrorist,
24237,astronomisch,ADJ,astronomical,
24238,amateurisme,N,amateurism,bijvoeglijk
24239,prachtvrouw,N,beautiful woman,de
24240,minkukel,N,minkukel,de
24241,zitzak,N,beanbag,de
24242,dichtbevolkt,ADJ,densely populated,
24243,strijkbout,N,iron,de
24244,meevaren,WW,sail along,
24245,institutioneel,ADJ,institutional,
24246,vergeetachtigheid,N,forgetfulness,
24247,punctie,N,puncture,de
24248,huishoudgeld,N,household money,
24249,volmaaktheid,N,perfection,
24250,koffiepot,N,coffee pot,de
24251,constipatie,N,constipation,de
24252,transfusie,N,transfusion,de
24253,ex-agent,N,ex-agent,de
24254,bouwpakket,N,kit,
24255,schapenvlees,N,mutton,de
24256,bergplaats,N,storeroom,
24257,uitputtingsslag,N,war of attrition,de
24258,plaspauze,N,bathroom break,
24259,mannenstem,N,male voice,de
24260,suikervrij,ADJ,sugar free,
24261,zoemer,N,buzzer,de
24262,directielid,N,board member,de
24263,bloemenzaak,N,flower shop,het
24264,benenwagen,N,legs car,de
24265,smeerboel,N,mess,het
24266,enkelvoudig,ADJ,singular,
24267,immaterieel,N,immaterial,
24268,postkaart,N,postcard,
24269,geheimschrift,N,secret code,het
24270,drogeren,WW,drugging,
24271,gepreek,N,preach,
24272,mechanica,N,mechanics,de
24273,visolie,N,fish oil,de
24274,toegangsprijs,N,entrance fee,de
24275,jolijt,N,joy,de/het
24276,abstractie,N,abstraction,de
24277,psychotherapeut,N,psychotherapist,
24278,onbevlekt,ADJ,immaculate,
24279,filets,N,fillets,de
24280,goalie,N,goalie,de
24281,slaafs,ADJ,slavish,
24282,lievelingsboek,N,favorite book,het
24283,barstje,N,crack,werkwoord
24284,stimulering,N,stimulation,de
24285,opwindender,ADJ,more exciting,
24286,inboorling,N,aborigine,de
